Street Name
סמטת זרת
סמטת 3698
"שדרות ח""ן"
שדרות 337
רחוב ח'
"שדרות חב""ד"
שדרות 3440
רחוב חביב אבשלום
רחוב חביבי אמיל
רחוב חבקוק
כיכר חבקין
כיכר 2156
רחוב חבר הלאומים
רחוב חברה חדשה
רחוב חברון
"רחוב חברת ש""ס"
רחוב חבשוש חיים
רחוב חגי
רחוב חדד סעדיא
רחוב חדרה
רחוב חובבי ציון
רחוב חובות הלבבות
רחוב חודורוב יעקב
רחוב חולדה
רחוב חומה ומגדל
רחוב חוני המעגל
רחוב חופשי דוד
רחוב חזן יעקב
רחוב חזנוביץ
רחוב חזק
רחוב חזקיהו המלך
"רחוב חי""ש"
"רחוב חידושי הרי""ם"
רחוב חיוג יהודה
רחוב חיות פרץ
רחוב חיותמן
רחוב חיי אדם
רחוב חייבי משה
רחוב חיים ואלישע
רחוב חיל המשמר
דרך חיל השריון
דרך 3585
רחוב חילו יצחק
רחוב חילו נאדיה
רחוב חיננית
רחוב חיסין
רחוב חירותנו
רחוב חכים אליהו
רחוב חכם שמעון
רחוב חכמי אתונה
רחוב חכמי דוד
סמטת חכמי ישראל
סמטת 1129
שדרות חכמי ישראל
שדרות 3516
שדרות חכמי לובלין
שדרות 3530
רחוב חכמי קירואן
רחוב חלד יוסף
רחוב חלמית
רחוב חלץ
רחוב חנאניא יעקוב ג'ורג'
רחוב חנוך
חניון חניון דן- משמר הירדן
חניון 6008
רחוב חנינא בן דוסא
רחוב חנינא בן תרדיון
רחוב חניתה
רחוב חננאל אשר
רחוב חנקין
כיכר חסידי אומות עולם
כיכר 1283
רחוב חסידי האומות
רחוב חפץ חיים
רחוב חפץ יאשה
רחוב חפר
רחוב חצור
רחוב חצרים
רחוב חרוץ
רחוב חריף אייזיק
רחוב חריפאי זהרירה
רחוב חשון
"רחוב חת""ם סופר"
"רחוב ט""ז"
רחוב ט'
רחוב טאג'יר שמואל וסולטנה
סמטת טאגור
סמטת 2150
רחוב טאגור רבינדרנת
שביל טביוב
שביל 1045
רחוב טבנקין יצחק
רחוב טבריה
רחוב טברסקי
רחוב טבת
רחוב טהון יהושע
רחוב טוביה הרופא
רחוב טובים עמנואל
רחוב טוכולסקי קורט
רחוב טולוז
רחוב טולקובסקי
רחוב טוסקניני
רחוב טור מלכא
רחוב טורטשינר
רחוב טורי זהב
רחוב טורקוב זיגמונד
רחוב טיומקין
רחוב טייב יצחק
מורד טייגר היל
מורד 105
גשר טייסים
גשר 9035
רחוב טימן יעקב
רחוב טירת צבי
רחוב טלמון
רחוב טראב יעקב הרב
רחוב טרומן הרי ס
רחוב טרומפלדור
חוף טרומפלדור
חוף 7311
רחוב טריטש
רחוב טרפון
רחוב טשרנא
רחוב טשרניחובסקי
"רחוב י""א"
"רחוב י""ב"
"רחוב י""ג"
"רחוב י""ז"
רחוב י'
רמפה י. מצפון לגלויות6201
רמפה 6201
"רמפה י. מצפון לקק""ל 6212"
רמפה 6212
רמפה י.מדרום לאוני' 6105
רמפה 6105
רמפה י.מדרום לגלויות 6116
רמפה 6116
רמפה י.מדרום לגרדיה 6113
רמפה 6113
רמפה י.מדרום להלכה 6108
רמפה 6108
"רמפה י.מדרום לקק""ל 6103"
רמפה 6103
רמפה י.מדרום לשריון 6115
רמפה 6115
רמפה י.מדרום לתחמושת 6111
רמפה 6111
רמפה י.מצפון ל5 מזרח 6215
רמפה 6215
רמפה י.מצפון ל5 מערב 6214
רמפה 6214
רמפה י.מצפון לגארדיה 6203
רמפה 6203
"רמפה י.מצפון לדרך פ""ת6207"
רמפה 6207
רמפה י.מצפון לההלכה 6208
רמפה 6208
רמפה י.מצפון לרוקח 6210
רמפה 6210
רמפה י.מצפון לשלום 6205
רמפה 6205
רחוב יאיר
מעבר יבוק
מעבר 716
רחוב יבנאל
רחוב יבנה
רחוב יגאל מוסינזון
רחוב יגור
רחוב יגיע כפיים
רחוב יד המעביר
רחוב יד חרוצים
שדרות יד לבנים
שדרות 637
רחוב ידין יגאל
רחוב ידין יוסי
רחוב ידעיה הפניני
רחוב יהואש
רחוב יהודה הימית
רחוב יהודה הלוי
רחוב יהודה המכבי
רחוב יהודה הנשיא
רחוב יהודה הצעיר
רחוב יהודה מרגוזה
שדרות יהודית
שדרות 513
רחוב יהונתן
רחוב יהושע בן נון
רחוב יהושע בן פרחיה
"רחוב יהל""ל"
רחוב יואב
רחוב יואל
"רחוב יוגב כרמי ד""ר"
רחוב יודפת
רחוב יוחנן בן זכאי
רחוב יוחנן הגדי
רחוב יוחנן הורקנוס
רחוב יוחנן הסנדלר
רחוב יוחננוף כהן שמואל
רחוב יום טוב
רחוב יון מצולה
רחוב יונדב
רחוב יונה הנביא
רחוב יוניצ'מן
רחוב יונתן הופסי
מבוא יוסט
מבוא 288
רחוב יוסי בן יוסי
רחוב יוסף אליהו
רחוב יוסף האפרתי
רחוב יוסף הנשיא
רחוב יוספי אופירה
רחוב יועזר איש הבירה
"שדרות יוצ""ר"
שדרות 681
רחוב יורה
רחוב יורם
רחוב יזהר
רחוב יחזקאל
רחוב יחיאלי
רחוב יחיעם
רחוב יטבת
"סמטת יל""ג"
סמטת 273
רחוב ילדי טהרן
רחוב ילין דוד
רחוב ילין מור נתן
רחוב ילקוט הרועים
רחוב ים סוף
רחוב ימין
רחוב ינון
רחוב יניב
רחוב יסוד המעלה
רחוב יסעור
"רחוב יעב""ץ"
רחוב יעוד ודרך
רחוב יעל
משעול יעקב
משעול 407
"רחוב יעקב שב""י מאור ד'ר"
רחוב יעקובוב אוריאל
רחוב יערי מאיר
רחוב יפה בצלאל
רחוב יפה נוף
דרך יפו
דרך 1
רחוב יפעת
רחוב יפרח
רחוב יפת
רחוב יפתח
גשר יצחק שדה 2
גשר 9060
רחוב יציאת אירופה
רחוב יציץ
רחוב יקותיאל
רחוב יקותיאלי יוסף
רחוב יקינתון
רחוב יקנעם
שדרות ירבלום מרק
שדרות 1111
שדרות ירושלים
שדרות 3001
חוף ירושלים
חוף 7312
רחוב ירושלמי
מתחם יריד המזרח
מתחם 428
רחוב יריחו
רחוב ירמיהו הנביא
"רחוב יש""ר מקנדיאה"
רחוב ישורון
כיכר ישורון אבות
כיכר 2388
רחוב ישיבת וולוז'ין
רחוב ישכון
רחוב ישעיהו
רחוב ישראל טל
רחוב ישראל מסלנט
רחוב ישראל מריז'ין
רחוב ישראלי יצחק
רחוב ישראליס
רחוב ישרש
רחוב יששכרוב חי
"רחוב כ""ג יורדי הסירה"
"רחוב כ""ד"
"רחוב כ""ה"
"רחוב כ""ז"
"רחוב כ""ץ יעקב יוסף"
רחוב כ'
רמפה כ. מגרדיה לדרום 6114
רמפה 6114
רמפה כ.מגארדיה לצפון 6204
רמפה 6204
רמפה כ.מגלויות לדרום 6117
רמפה 6117
רמפה כ.מגלויות לצפון 6202
רמפה 6202
רמפה כ.מההלכה לדרום 6109
רמפה 6109
רמפה כ.מההלכה לצפון 6209
רמפה 6209
רמפה כ.מהשלום לצפון 6206
רמפה 6206
גשר כ.מוולפסון לצפון6200
גשר 6200
רמפה כ.מכביש 5 לדרום 6101
רמפה 6101
רמפה כ.מכביש 5 לדרום 6102
רמפה 6102
"רמפה כ.מקק""ל לדרום 6104"
רמפה 6104
"רמפה כ.מקק""ל לצפון 6213"
רמפה 6213
רמפה כ.מרוקח לצפון 6211
רמפה 6211
רמפה כ.מרוקח מז.לדרום6106
רמפה 6106
רמפה כ.מרכבת לדרום 6110
רמפה 6110
רמפה כ.מתחמושת לדרום 6112
רמפה 6112
רמפה כ.רוקח מע.לדרום 6107
רמפה 6107
רחוב כביר
סמטת כביר
סמטת 4025
לא עיר כביש 5
לא עיר 6503
לא עיר כביש גהה (מזרח)
לא עיר 6557
לא עיר כביש גהה (מערב)
לא עיר 6558
רחוב כהן אלי
רחוב כהן הרמן
כיכר כהן חיים השופט
כיכר 2387
רחוב כהן כגן רחל
רחוב כהן עופר
רחוב כהנוב ז'קלין
רחוב כהנשטם
רחוב כוכבי יצחק
רחוב כורזים
רחוב כורש
גשר כיכר אתרים (רגלי)
גשר 9048
"מנהרה כיכר מגן דוד ת""ק"
מנהרה 9503
רחוב כיסופים
רחוב כל ישראל חברים
כביש ש כניסה דרומית לחניון אביב
כביש ש 5229
חניון כניסה לוולפסון-חולון
חניון 6002
לא עיר כניסה למחסני וולפסון(חולון)
לא עיר 6567
חניון כניסה לקניון אביב
חניון 6000
רחוב כנפי נשרים
רחוב כנרת
רחוב כסלו
רחוב כפר גלעדי
רחוב כפר יונה
רחוב כפר סבא
רחוב כץ בן-ציון
רחוב כצנלסון בת-שבע
רחוב כרם התימנים
רחוב כרם חמד
רחוב כרמי
רחוב כרמי דב
רחוב כרמיה
רחוב כרמלית
"רחוב ל""א"
"רחוב ל""ה"
"רחוב ל""ו"
רחוב לאה גולדברג
"לא עיר לאן - ר""ג"
לא עיר 6522
סמטת לאן א'
סמטת 417
סמטת לאן ב'
סמטת 352
רחוב לב אברהם
גשר לב דיזנגוף(צפון)
גשר 9047
גשר לבון
גשר 9030
רחוב לבון פנחס
רחוב לבונטין
כיכר לביא אריק
כיכר 2402
רחוב לבלוב
רחוב לבנדה
רחוב לבנדובסקי אליעזר
רחוב לבנון חיים
רחוב לבני איתן
רחוב לה גוארדיה
גשר לה גרארדיה 2
גשר 9061
רחוב לובטקין צביה
רחוב לודויפול
רחוב לוזים
רחוב לוחמי גליפולי
לא עיר לוי אשכול - חולון
לא עיר 6534
רחוב לוי יוסף גונדר
רחוב לוי יצחק
רחוב לוי שלום אהרון
כיכר לוי-תנאי שרה
כיכר 2407
רחוב לויד ג'ורג'
רחוב לויטה
רחוב לויטן יצחק
כיכר לוין אריה הרב
כיכר 2403
כיכר לוין דב השופט
כיכר 2404
"רחוב לוין שלום  ד""ר"
רחוב לוין שמריהו
רחוב לוינסון אברהם
רחוב לוינסקי
גשר לוינסקי
גשר 9004
רחוב לונדון בצלאל
רחוב לונץ
רחוב לוע הארי
רחוב לוריא
"רחוב לח""י"
רחוב לחובר
רחוב לטריס
רחוב ליב בן שרה
רחוב ליבוביץ ישעיהו פרופ'
רחוב ליבנה אליעזר
רחוב ליברמן
רחוב ליוויק
רחוב ליכטר יהושע
רחוב ליליאן
רחוב לילינבלום
רחוב לינקולן
רחוב ליסין
רחוב ליענר שלמה
רחוב ליפסקי לואי
מתחם ליפקין שחק- שטח הנמל
מתחם 1304
רחוב ליש
רחוב לישנסקי יוסף
רחוב לכיש
רחוב למדן יצחק
רחוב למואל
רחוב למרטין
רחוב לנר דן
רחוב לסל
רחוב לסקוב חיים
רחוב לסקר
רחוב לסר אורי
רחוב לפידות
רחוב לפין
רחוב לצרוס משה
רחוב לקרט
רחוב לשם
"רחוב מ""א"
גשר מ.ברזל ת'א בני ברק איילון
גשר 9013
גשר מ.ברזל תא בני ברק רוקח
גשר 9014
רחוב מאור הגולה
רחוב מאור משה
רחוב מאור עינים
רחוב מאוריציו ויטלה
רחוב מאיר מרדכי
רחוב מאירבר
רחוב מאנגר איציק
רחוב מאנה
רחוב מאפו
רחוב מבחר
רחוב מבטחים
רחוב מבצע קדש
רחוב מבקיעים
רחוב מבשר
רחוב מגד אהרן
רחוב מגדל
סמטת מגדל
סמטת 457
מנהרה מגדל שלום תת קרקעי
מנהרה 9502
רחוב מגדל שרשן
רחוב מגידו
רחוב מגן אברהם
רחוב מגן קלמן אלוף
רחוב מגשימים
רחוב מדרש פנחס
רחוב מדרש תנחומא
רחוב מהלל העדני
כיכר מהלר גוסטב
כיכר 2371
"רחוב מהר""ל"
"רחוב מהרש""א"
רחוב מודיליאני
רחוב מודיעין
גשר מודעי יצחק
גשר 9067
רחוב מוהליבר
רחוב מוהר יחיאל
"רחוב מוזס ולטר ד""ר"
רחוב מוזס יהודה ונח
רחוב מוזר יעקב
רחוב מויאל אהרון
רחוב מולדת
סמטת מולכו
סמטת 149
רחוב מולכו שלמה
רחוב מונטיפיורי
רחוב מונש ג'ון סר
רחוב מוסנזון בן-ציון דר'
רחוב מוצא
שדרות מוצקין
שדרות 240
רחוב מוקדי משה
רחוב מור
רחוב מורדי הגטאות
רחוב מוריץ דניאל
רחוב מורשת
רחוב מורשת יהדות ליטא
רחוב מושיע
"רחוב מזא""ה"
סמטת מזל אריה
סמטת 3797
סמטת מזל בתולה
סמטת 3799
סמטת מזל גדי
סמטת 3796
סמטת מזל דגים
סמטת 3794
סמטת מזל דלי
סמטת 3795
סמטת מזל טלה
סמטת 3801
סמטת מזל מאזנים
סמטת 3802
סמטת מזל סרטן
סמטת 3804
סמטת מזל עקרב
סמטת 3803
סמטת מזל קשת
סמטת 3793
סמטת מזל שור
סמטת 3027
סמטת מזל תאומים
סמטת 3024
רחוב מזרחי
"רחוב מח""ל"
רחוב מחנה יוסף
רחוב מחפוז נגיב
רחוב מחרוזת
רחוב מטולה
רחוב מטלון
"לא עיר מטלון - פ""ת"
לא עיר 6555
רחוב מטמון כהן
רחוב מיו דריוס
רחוב מיזאן
רחוב מיטב
רחוב מייזל זלמן
רחוב מייטוס אליהו
"רחוב מיכ""ל"
רחוב מיכאל (נאמן)
רחוב מיכאל אנג'לו
"רחוב מיכאלי יצחק ד""ר"
כיכר מיכאלס
כיכר 2162
סמטת מיכה
סמטת 219
רחוב מיכה
רחבה מילאנו
רחבה 2157
רחוב מילוא יוסף
רחוב מילר כהן אניטה
רחוב מימון שלמה
רחוב מינץ בנימין
רחוב מינקובסקי
רחוב מיצקביץ אדם
רחוב מיקוניס שמואל
רחוב מירון
רחוב מכלל יופי
"רחוב מל""ן"
רחוב מלאכי
"רחוב מלבי""ם"
רחוב מלחי שמעון
סמטת מלילות
סמטת 1124
שדרות מלכי ישראל
שדרות 310
רחוב מלצ'ט
רחוב מלקוש
רחוב מנדלי מוכר ספרים
רחוב מנדלסון
משעול מנדלסון הינריך פרופ'
משעול 3938
שביל מנדלקרן
שביל 1043
רחוב מנדלר אלברט אברהם אלוף
סמטת מנדלשטם
סמטת 244
רחוב מנדלשטם אוסיפ
"רחוב מנדלשטם עמנואל ד""ר"
רחוב מנדס פרנס
רחוב מנוחה
רחוב מנורה
רחוב מנורת המאור
רחוב מנחם לילי
רחוב מנחם מדמון
רחוב מניה וישראל
רחוב מנשה בן ישראל
סמטת מסילה א'
סמטת 418
סמטת מסילה ב'
סמטת 420
רחוב מסילת העולים
דרך מסילת וולפסון
דרך 3571
רחוב מסילת ישרים
סמטת מסלול
סמטת 1125
רחוב מסקין אהרון
שדרות מסריק
שדרות 424
סמטת מעוז
סמטת 1072
רחוב מעון
רחוב מענית
רחוב מעפילי אגוז
רחוב מעפילי סלואדור
חוף מפרץ יפו
חוף 7316
רחוב מפרץ שלמה
רחוב מצדה
רחוב מצובה
"רחוב מצודת בית""ר"
רחוב מצפה
רחוב מקוה ישראל
רחוב מקור חיים
רחוב מקלף מרדכי
רחוב מקראי קדש
רחוב מרגולין
רחוב מרגוע
רחוב מרגלית מאיר
רחוב מרגנית
רחוב מרד גטו ורשה
רחוב מרדור מוניה
שביל מרדכי
שביל 1248
רחוב מרון חנה
רחוב מרזוק ועזר
רחוב מרזוק מוחמד
רחוב מרחביה
רחוב מרטון ארנסט
רחוב מרידור יעקב
רחוב מרים החשמונאית
רחוב מרכוס דוד
רחוב מרכז בעלי מלאכה
גשר מרכז גולדה(רגלי)
גשר 9050
מתחם מרכז הירידים
מתחם 2400
רחוב מרכלת
רחוב מרמורק
רחוב מרסל ינקו
רחוב מרק יעקב
רחוב מרקיש פרץ
רחוב מרשל לואי
רחוב משגב עם
רחוב משל ירוחם
רחוב משמר הגבול
רחוב משמר הירדן
סמטת משמר הירדן
סמטת 2031
שביל משפחת חלפי
שביל 1112
מתחם מתחם פארק החורשות
מתחם 5502
רחוב מתתיהו כהן גדול
גשר נ איילון-רכבת צ
גשר 9052
"רחוב נ""א"
"רחוב נ""ה"
"רחוב נ""ו"
"רחוב נ""ז"
"רחוב נ""ח"
"רחוב נ""ט"
"סמטת נ""ס"
סמטת 262
רחוב נאמן אבא ושרה
רחוב נאמן יובל פרופסור
רחוב נבטים
רחוב נג'ארה ישראל
רחוב נגבה
רחוב נדב
רחוב נהלל
רחוב נהרדעא
רחוב נהריים
רחוב נוה צדק
סמטת נוה צדק
סמטת 452
רחוב נוה שאנן
רחוב נוה שלום
רחוב נועם
שדרות נורדאו
שדרות 197
סמטת נורדאו
סמטת 483
רחוב נוריאל
רחוב נורית
רחוב נח מרדכי עמנואל
רחוב נחום הנביא
רחוב נחל איילון
נחל נחל אילון
נחל 5011
רחוב נחל הבשור
נחל נחל הירקון
נחל 5010
רחוב נחל עוז
רחוב נחל שורק
רחוב נחלאות
רחוב נחליאל
רחוב נחלת בנימין
רחוב נחלת יצחק
רחוב נחמה
רחוב נחמיה
רחוב נחמן מברסלב
רחוב נחמני
רחוב נחשון
סמטת נטע
סמטת 1189
רחוב נטעים
רחוב נטר קרל
"רחוב ניל""י"
רחוב ניסן כהן
רחוב ניסנבוים
רחוב ניצנה
רחוב ניר עם
רחוב נירים
דרך נמיר מרדכי
דרך 800
כיכר נמיר- אתרים
כיכר 2210
רחוב נמירובר
רחוב נמל יפו
רחוב נמל תל אביב
רחוב נמרי דוידקה
רחוב נס הרים
רחוב נס לגויים
מתחם נס לגויים
מתחם 3864
רחוב נס ציונה
רחוב נסאר ג'ורג'
רחוב נעמן
רחוב נפחא יצחק
רחוב נצח ישראל
רחוב נקר מאיר
רחוב נרדור
רחוב נרדי נחום
רחוב נרקיס עוזי
רחוב נשרי צבי
רחוב נתיב המזלות
רחוב נתיבות
כביש נתיבי אילון דרום
כביש 2226
כביש נתיבי אילון צפון
כביש 2227
רחוב נתן
רחוב נתן החכם
"רחוב ס""א"
"רחוב ס""ב"
"רחוב ס""ג"
"רחוב ס""ה"
"רחוב ס""ו"
רחוב סאמט שמעון
רחוב סביון
רחוב סג'רה
רחוב סגולה
רחוב סגל ירושלים
רחוב סגל צבי הרמן
רחוב סגל שמוליק
רחוב סהרון
רחוב סוגיהרה סמפו
רחוב סוטין
רחוב סולד הנרייטה
רחוב סומו יהודה
רחוב סומקן
רחוב סוסליק אריה
רחוב סוסקין אברהם
רחוב סוקולוב
רחוב סוקרטס
רחוב סחרוב אנדרי
רחוב סטארה אלברט
רחוב סטוצ'בסקי יהויכין
רחוב סטימצקי אביגדור
רחוב סטרומה
רחוב סטרכילביץ צבי
"לא עיר סיבים - פ""ת"
לא עיר 6554
רחוב סיוון
רחוב סייפן
רחוב סילמן יהודה קדיש
רחוב סימן טוב
רחוב סירני חיים
רחוב סירקין
רחוב סלואדור
רחוב סלומון
שביל סלונימסקי
שביל 1037
רחוב סלסלה
רחוב סלע יעקב
משעול סלע עמנואל
משעול 1173
שדרות סמאטס
שדרות 563
רחוב סמבורסקי דניאל
רחוב סמדר
רחוב סמולנסקין
רחוב סמילנסקי
רחוב סנה משה
רחוב סנהדראי טובה
רחוב סנהדרין
רחוב סנפיר
רחוב סנש חנה
רחוב סעדיה גאון
כיכר ספורטה רפאל
כיכר 1323
רחוב ספיר אליהו
רחוב ספיר ברוך
רחוב ספיר פנחס
רחוב סרלין יוסף
כיכר סתר מרדכי
כיכר 2378
רחוב ע הלל
רחוב עאזר אדיל
רחוב עבאס
רחוב עבד אל ראוף אלביטאר
רחוב עבד אל-גני
רחוב עבודת ישראל
רחוב עברי
רחוב עגור
"רחוב עגנון ש""י"
רחוב עדה (מימון)
רחוב עדולם
סמטת עובד
סמטת 3518
רחוב עובדיה הנביא
רחוב עובדיה מברטנורה
רחוב עודד
רחוב עוזיאל
רחוב עוזר
רחוב עוזרי אהובה
רחוב עולי הגרדום
רחוב עולי ציון
רחוב עולש
רחוב עומר דבורה
רחוב עזאי
רחוב עזה
רחבה עזר (יבזרוב) אלכסנדר
רחבה 1361
רחוב עזרא הסופר
רחוב עזריה מן האדומים
סמטת עזריהו שרה
סמטת 419
רחוב עטרות
רחוב עיינות
גשר עילי
גשר 9069
רחוב עין גב
רחוב עין גדי
רחוב עין גנים
רחוב עין דור
רחוב עין הקורא
רחוב עין ורד
רחוב עין זיתים
רחוב עין חרוד
רחוב עין יעקב
רחוב עיר שמש
רחוב עירית
שביל עכו
שביל 465
רחוב על פרשת דרכים
מנהרה על פרשת דרכים
מנהרה 9507
מנהרה על פרשת דרכים צ' רג
מנהרה 9506
רחוב עלומים
רחוב עלית הנוער
רחוב עם ישראל חי
רחוב עמדן יעקב
רחוב עמוס
סמטת עמוס
סמטת 300
רחוב עמיאל
כיכר עמיאל סעדיה פרופסור
כיכר 2422
רחוב עמיחי יהודה
רחוב עמינדב
רחוב עמיעד
רחוב עמיקם
רחוב עמיקם אליהו (קשאק)
רחוב עמיר אנדה (פינקרפלד)
רחוב עמירן עמנואל
רחוב עמישב
שדרות עמנואל הרומי
שדרות 266
רחוב עמק איילון
רחוב עמק ברכה
רחוב עמר ג'ו
רחוב עמרי
רחוב עמרם גאון
רחוב ענתבי
סמטת ענתבי
סמטת 3532
רחוב ענתות
רחוב עציון גבר
רחוב עצמון
רחוב עקיבא אריה
רחוב ערבי נחל
רחוב עשהאל
"רחוב פ""ד"
רחוב פאגלין עמיחי
רחוב פארק המסילה
רחוב פאת השולחן
רחוב פברגט אנריקה
רחוב פוזילוב רפאל ר'
רחוב פוזננסקי שמואל
רחוב פוחובסקי(לאון)אריה ד
רחוב פוירשטיין אמיל ד'ר
רחוב פולד ברכה
רחוב פומבדיתא
רחוב פומרוק יוסף
רחוב פועה
רחוב פופר לינקאוס יוסף
רחוב פוריה
רחוב פושקין
רחוב פחד יצחק
רחוב פטאי יוסף
רחוב פטרסון
רחוב פיארברג
רחוב פייבל
רחוב פיינברג יוסף
רחוב פיינשטיין מאיר
רחוב פיכמן
רחוב פילדלפיה
"רחוב פילדרמן וילהלם ד""ר"
רחוב פילון
רחוב פיליכובסקי
רחוב פילץ אריה
רחוב פינלס
רחוב פינס
רחוב פינסקר
רחוב פינקל שמעון
רחוב פיקוס
רחוב פישמן מימון
רחוב פלג
"רחוב פלד (רופין) רות ד""ר"
רחוב פלוגות
כיכר פלומר
כיכר 223
סמטת פלונית
סמטת 425
רחוב פלורנטין
רחוב פלטיאל
רחוב פליטי הספר
רחוב פלקירה
רחוב פן אלכסנדר
רחוב פנואל
רחוב פנץ נתן
רחוב פנקס דוד צבי
רחוב פסטלוצי
רחוב פסטר
רחוב פסטרנק אריה
רחוב פעמוני יוסף
רחוב פעמונית
רחוב פקיעין
רחוב פראג
רחוב פראנצויז
רחוב פרוג
רחוב פרויד
רחוב פרופס
רחוב פרוץ לאו
רחוב פרזון
רחוב פרחי אביב
רחוב פרי אליעזר
רחוב פרי מגדים
רחוב פרי עץ חיים
רחוב פרידלנד צבי
רחוב פרידמן דוד הרב
רחוב פרידמן שרגא
רחוב פרייגרזון צבי
רחוב פריש דניאל
רחוב פרישמן
חוף פרישמן
חוף 7309
רחוב פרלוק משה
רחוב פרלשטיין יצחק אדר
רחוב פרלשטיין פסיה ויעקב
כיכר פרנק אנה
כיכר 2399
שביל פרנקל זכריה
שביל 2048
רחוב פרנקל ידידיה
רחוב פרנקפורט
רחוב פרסיץ שושנה
רחוב פרץ י ל
גשר פרק הירקון ציפורי
גשר 9054
כיכר פרת עמנואל (מנס)
כיכר 2417
רחוב פשב דימיטר
רחוב פתחיה מרגנשבורג
רחוב צ'לנוב
רחוב צ'מרינסקי ברוך
חוף צ'רלס קלור
חוף 7315
רחוב צ'רצ'יל וינסטון סר
רחוב צדוק הכהן
סמטת צדוק חיים
סמטת 2386
"רחוב צה""ל"
רחוב צהלון הרופא
רחוב צוברי יוסף הרב
רחוב צוויג סטפן
שביל צויפל
שביל 1042
רחוב צונזר
רחוב צונץ
רחוב צופית
רחוב צוקרמן אנטק יצחק
רחוב צור צבי (צ'רה)
רחוב צורישדי
רחוב צורעה
רחוב צידון
"רחוב ציהתל""י"
רחוב צייטלין
רחוב צימפל קארל פרידריך
כיכר צינה דיזנגוף
כיכר 408
רחוב צירלסון
רחוב צלאן פאול
רחוב צלילי חנינא
רחוב צלפחד
רחוב צמח דוד
רחוב צמחי היהודים
רחוב צנובר
כיכר צפירה ברכה
כיכר 1365
רחוב צפניה
רחוב צפריר
רחוב צפת
רחוב צקלג
רחוב צריפין
"רחוב ק""ם"
רחוב קאפח יחיה
רחוב קארו יוסף
רחוב קאשי שלמה
דרך קבוץ גלויות
דרך 3311
כיכר קדומים
כיכר 3800
רחוב קדושי השואה
רחוב קדם
רחוב קדמיאל
רחוב קדמן גורית
רחוב קדרון
רחוב קדש ברנע
רחוב קהילות זגלמביה
רחוב קהילת אודסה
רחוב קהילת אוסטרליה
רחוב קהילת בודפסט
רחוב קהילת ביאלסטוק
רחוב קהילת ברזיל
רחוב קהילת בריסק
רחוב קהילת ונציה
רחוב קהילת ורשה
רחוב קהילת ז'יטומיר
רחוב קהילת יאסי
רחוב קהילת לבוב
רחוב קהילת לודג'
רחוב קהילת מקסיקו
רחוב קהילת ניו יורק
רחוב קהילת סופיה
רחוב קהילת סלוניקי
רחוב קהילת עדן
רחוב קהילת פאדובה
רחוב קהילת פוזנא
רחוב קהילת צ'רנוביץ
רחוב קהילת קובנה
רחוב קהילת קייב
רחוב קהילת קישינוב
רחוב קהילת קליבלנד
רחוב קהילת קנדה
רחוב קהילת קראקוב
רחוב קהילת ריגה
רחוב קובנר אבא
רחוב קויפמן יחזקאל
רחוב קול משה
רחוב קוממיות
רחוב קומפרט
רחוב קוסובסקי
רחוב קור פאול (קורנובסקי)
רחוב קורדובה
רחוב קורדובירו
רחוב קורולנקו
שדרות קורין עזרא
שדרות 4159
רחוב קורצ'אק יאנוש
רחוב קורקידי
רחוב קיוסו אלברט
רחוב קיי דני (קמינסקי)
רחוב קיכלר-זילברמן לנה
רחוב קיסרי אורי
רחוב קיסריה
רחוב קיפניס לוין
רחוב קיציס יוסף
רחוב קיש פרדריק הרמן
רחוב קישון אפרים
רחוב קלוזנר
רחוב קלונימוס
רחוב קליי
רחוב קלין רלף
רחוב קלישר
רחוב קלמן
רחוב קלמר משה
רחוב קלצ'קין
רחוב קמה
רחוב קמואל
רחוב קמינסקה
רחוב קנטור
רחוב קניוק יורם
"לא עיר קפלן - פ""ת"
לא עיר 6551
רחוב קפלן אליעזר
רחוב קפלן יעקב הארכאולוג
רחוב קפלן שלמה המנצח
רחוב קפלנסקי
רחוב קפקא פרנץ
רחוב קפריסין
רחוב קצנלסון יצחק
"גשר קק""ל"
גשר 9007
גשר קק'ל-נתיבי-אילון
גשר 9006
רחוב קראוס גרטרוד
רחוב קרוא ברוך
רחוב קרויס
רחוב קרייתי
"לא עיר קריניצי - ר""ג"
לא עיר 6527
רחוב קרית ספר
רחוב קרית שאול
רחוב קרליבך
רחוב קרמניצקי
שדרות קרן היסוד
שדרות 2037
שדרות קרן קיימת לישראל
שדרות 1257
רחוב קרני יהודה
רחוב קרפל ליפא
רחוב קרשקש חסדאי
רחוב קשאני אליעזר
"לא עיר ר""ג-אבא הלל"
לא עיר 6544
"לא עיר ר""ג-גלעד"
לא עיר 6545
"לא עיר ר""ג-היצירה"
לא עיר 6546
"רחוב ראב""ד"
רחוב ראם
רחוב ראסין ז'אן
רחוב ראש פינה
רחוב ראשון לציון
רחוב ראשונים
רחוב ראשית חכמה
סמטת ראשית חכמה
סמטת 3544
רחוב רב אשי
רחוב רב האי גאון
רחוב רב החובל
רחוב רב צעיר
רחוב רבדים
רחוב רבי אדא
רחוב רבי אחא
רחוב רבי חנינא
רחוב רבי יהודה חסיד
רחוב רבי יוחנן
רחוב רבי מאיר
רחוב רבי מאיר בעל הנס
רחוב רבי נחמן
רחוב רבי עקיבא
לא עיר רבי עקיבא - בני-ברק
לא עיר 6529
רחוב רבי פנחס
